PUNTO_VENTA;CODIGO_PDV;PV.NOMBRE||'|'||EQU.NOMBRE;SFLEX.PKG_CIFRAR.FUN_DECRYPT(EQU.DIRECCION_MAC)
18715;21227;TAT SP1121927854POSORIO 4124 | TAT SP1121927854POSORIO 4124;7C:4D:8F:A4:3A:72
18759;302761;TAT SP1121940895SCUINTACO | TAT SP1121940895SCUINTACO;2D:F0:F7:4B:39:4A
18668;302804;TAT SP1121954556YTORRES | TAT SP1121954556YTORRES;EC:2D:DE:66:B7:56
18754;302828;TAT SP1121958963ADIAZ 4164 | TAT SP1121958963ADIAZ 4164;43:95:40:DF:41:6D
18750;21207;TAT SP1121967882GCARDONA | TAT SP1121967882GCARDONA;BC:2F:F9:6B:00:63
300594;302748;TAT SP1121969796RDIAZ | TAT SP1121969796RDIAZ;D0:AD:08:1C:72:F2
300622;302806;TAT SP1122652074BROBAYO | TAT SP1122652074BROBAYO;5C:28:86:1A:A6:BA
300575;21208;TAT SP1122652449KSALCEDO 4542 | TAT SP1122652449KSALCEDO 4542;BC:0F:F3:70:E5:A1
300576;302724;TAT SP1123800843PMUÑOZ 4551 | TAT SP1123800843PMUNOZ;BC:0F:F3:6B:06:67
300576;302758;TAT SP1123800843PMUÑOZ 4551 | SP1123800843PMUNOZ;5C:28:86:1A:26:24
18730;21226;TAT SP1124243073YROBAYO | TAT SP1124243073YROBAYO;7C:4D:8F:A4:8A:24
18726;21236;TAT SP11303983JORTIZ  4430 | TAT SP11303983JORTIZ 4430;BC:0F:F3:8C:0E:2A
18676;302726;TAT SP17220865JROJAS 3247 | TAT SP17220865JROJAS 3247;A8:B1:3B:7A:8A:AB
300583;302833;TAT SP17287258LSANCHEZ   | TAT SP17287258LSANCHEZ;8A:F3:D1:22:B8:67
18740;21209;TAT SP17294200 ACALA  | TAT SP17294200 ACALA 4429;BC:0F:F3:8C:0F:93
18737;21229;TAT SP17325101WGUATIVA 4397 | TAT SP17325101WGUATIVA 4397;11:11:01:11:11:11
18727;21203;TAT SP17343285WCAMACHO 3369 | TAT SP17343285WCAMACHO 3369;A8:B1:3B:7A:8A:AD
18749;302762;TAT SP17418369JLESMES 2973 | TAT SP17418369JLESMES;E3:CF:78:2F:F0:6C
18772;21218;TAT SP19200465JSANCHEZ 3549 | TAT SP19200465JSANCHEZ 3549;5C:60:BA:56:FB:DF
300566;302760;TAT SP19254340 HPENUELA 4536 | TAT SP19254340 HPENUELA 4536;32:43:01:4E:4B:DA
300609;21234;TAT SP20632783BMESA | TAT SP20632783BMESA;7C:4D:8F:A4:8A:55
300592;302743;TAT SP21177780MRUIZ 1 | TAT SP21177780MRUIZ;BC:0F:F3:6B:06:06
300573;302717;TAT SP21185176NGARAVITO 4509 | TAT SP21185176NGARAVITO;A8:B1:3B:7A:85:5F
18748;302834;TAT SP21225044 BSILVA 3370 | TAT SP21225044 BSILVA 3370;6E:8B:0B:6A:87:54
300557;302825;TAT SP21236845LVALBUENA 4462 | TAT SP21236845LVALBUENA 4462;13:8C:88:BE:FA:6E
18651;302784;TAT SP28916571MRIOS 3589 | TAT SP28916571MRIOS 3589;5F:FB:99:C5:F0:93
18680;21217;TAT SP3221112 FCHAVEZ 3116 | TAT SP3221112 FCHAVEZ 3116;A8:B1:3B:7A:85:47
18680;302714;TAT SP3221112 FCHAVEZ 3116 | TAT SP3221112 FCHAVEZ;54:B2:03:E8:C5:8F
300627;302800;TAT SP33646192EBETANCOURT   | TAT SP33646192EBETANCOURT;DD:0E:1C:57:A6:C1
18774;3054;TAT SP37580868NARMESTO 4414 | TAT SP37580868NARMESTO 4414;C8:5A:CF:AC:83:6A
18657;21211;TAT SP37821052OVEGA 3641 | TAT SP37821052OVEGA 3641;54:B2:03:F2:CA:94
18657;302713;TAT SP37821052OVEGA 3641 | TAT SP37821052OVEGA;11111
300634;302805;TAT SP39776965JGARZON | TAT SP39776965JGARZON;5C:28:86:1A:A6:F5
18667;302772;TAT SP40216059CGALINDO | TAT SP40216059CGALINDO;D8:3E:D3:D4:41:83
300577;302727;TAT SP40216167DCHACON | TAT SP40216167DCHACON;BC:0F:F3:70:E5:D0
18735;21228;TAT SP40216392ARUIZ 4381 | TAT SP40216392ARUIZ 4381;7C:4D:8F:A4:3B:3A
18687;302741;TAT SP40217703 LTRUJI  | TAT SP40217703 LTRUJI 3058;E6:11:B1:5C:D3:F4
18639;20849;TAT SP40218455 AOSORIO | TAT SP40218455 AOSORIO;54:B2:3:F3:2C:F9
18756;21206;TAT SP40333015LMORENO | TAT SP40333015LMORENO;C8:5A:CF:AC:83:EB
18752;302766;TAT SP40334174VBOHORQ 3465 | TAT SP40334174VBOHORQ;10:2F:D6:C0:5E:0D
300580;302785;TAT SP40366741DSAAD | TAT SP40366741DSAAD;41:98:C2:92:0D:E3
18671;302821;TAT SP40378752OGONZALEZ | TAT SP40378752OGONZALEZ ;AE:F7:D4:B2:4C:C8
18642;302803;TAT SP40380842BACOSTA | TAT SP40380842BACOSTA;24:AE:A7:A7:ED:B2
18664;302831;TAT SP40383705RROJAS | TAT SP40383705RROJAS;CC:54:85:55:4F:A6
18745;21202;TAT SP40397588VCANARIN 3613 | TAT SP40397588VCANARIN 3613;7C:4D:8F:A4:8A:53
18706;302826;TAT SP40399829YREY 4181 | TAT SP40399829YREY 4181;41:88:0A:F5:10:EF
18650;21212;TATSP30054290 LRINCON 3649 | TATSP30054290 LRINCON 3649;22:22:22:22:22:22
18645;302782;TATSP40379019MROMERO 3346 | TATSP40379019MROMERO 3346;FB:C0:C5:B7:AB:77
17849;302707;TC EL JARDIN MESETAS | TC EL JARDIN MESETAS;A8:A1:59:66:0D:2D
300621;302798;SP1120372879 | TAT SP1120372879PDELGADO;D0:AD:08:1C:73:0D
18685;21198;SP1121839079GSANCHEZ 3260 | SP1121839079GSANCHEZ 3260;A8:B1:3B:7A:8A:0B
17833;302799;SP14993451JPINEDA | SP14993451JPINEDA;20:B6:AB:E1:86:B0
18682;302779;SP17313482AGARCIA | 1925;68:6F:CA:58:1E:4C
18682;302818;SP17313482AGARCIA | SP17313482AGARCIA;DB:62:7C:85:E7:EB
17725;302788;SP19337954 SLEIVA | SP19337954 SLEIVA;45:B6:47:60:9F:D0
17691;302792;SP19404656JOLAYA | SP19404656JOLAYA;7B:EB:05:F7:9B:9E
17726;302787;SP21205258 ICORREDOR | SP21205258 ICORREDOR;00:00:00:00:0
17945;302775;SP21234532 MVANEGAS |  SP21234532 MVANEGAS;D3:D2:F1:F8:B1:A3
17789;302814;SP3045925 CBARRAGAN | SP3045925 CBARRAGAN;69:D2:83:54:DB:0E
17878;302817;SP40265797 AACUNA | SP40265797 AACUNA;C6:B0:52:67:E3:A8
17873;302780;SP40361978 LCUBILLOS | SP40361978 LCUBILLOS;96:36:D8:CC:7E:06
17944;302773;SP6671921 JNAVARRO | SP6671921 JNAVARRO;62:90:3A:50:E7:4E
17790;302802;SP7818547 JMEDINA | SP7818547 JMEDINA;E8:32:28:F8:F0:E2
17677;302791;SP7843448 HBEDOYA | SP7843448 HBEDOYA;D0:3E:EA:F2:83:34
17863;302810;SP79849312 DHINCAPIE | CS10;52:24:DB:15:77:66
17870;302816;SP86010008 ECARVAJAL | SP86010008 ECARVAJAL;D9:D5:B7:F2:34:6B
17829;302809;SP86040029 NLINARES | SP86040029 NLINARES;D5:7C:68:DF:F0:2E
17706;20235;TIENDA LA OCTAVA | TIENDA LA OCTAVA ;30:9C:23:DC:22:52
18998;21156;TORRE 33-4411 | TORRE 33;04:7C:16:B4:3C:32
17682;20357;TRANSITO ACACIAS | TRANSITO ACACIAS;A8:A1:59:B0:EA:06
16199;20381;TRANSITO RESTREPO | TRANSITO RESTREPO;30:9C:23:DC:49:46
17298;19670;UNICO | UNICO;1C:69:7A:17:4D:3A
17071;21116;VANGUARDIA | VANGUARDIA;D8:BB:C1:04:22:A9
17687;20346;VIDRIOPINT | VIDRIOPINT;2C:F0:5D:EA:F7:77
17025;19946;VILLA CODEM | VILLA CODEM;30:9C:23:DC:22:37
17299;20045;VILLA DEL RIO | VILLA DEL RIO ;A8:A1:59:99:32:0E
17220;19929;VILLA JULIA | VILLA JULIA;A8:A1:59:66:0E:70
17267;20022;VILLA JULIANA | VILLA JULIANA;70:85:C2:D2:97:38
17718;20306;VILLA OLIMPICA | VILLA OLIMPICA;30:9C:23:9B:14:53
17268;19383;VILLACENTRO | VILLACENTRO;30:9C:23:DC:18:F9
17279;19384;VILLACENTRO 2 | VILLACENTRO 2;A8:A1:59:78:74:BB
17716;20276;VILLAS DE GRANADA | VILLAS DE GRANADA;D8:BB:C1:04:22:A2
17734;20252;VILLAS DE GRANADA DOS 1 | VILLAS DE GRANADA DOS;0
17269;20023;VILLAS DEL PALMAR | VILLAS DEL PALMAR;04:7C:16:B4:3C:83
17714;20309;VILLAUNION | VILLAUNION;2C:F0:5D:EB:03:AA
17398;20149;VIZCAYA | VIZCAYA;11:11:11:11:11:11
17721;20303;TIENDA FRUTIVER | TIENDA FRUTIVER;A8:A1:59:B0:CA:6D
300618;302771;TAT SP40402098CREYES | TAT SP40402098CREYES;F0:D2:4C:E4:83:FA
300618;302765;TAT SP40402098CREYES | TAT SP40402098CREYES;D6:AD:3C:92:B0:DA
18767;21221;TAT SP40402837EBARRETO 3752 | TAT SP40402837EBARRETO 3752;F8:B4:6A:B1:8D:0B
18751;21204;TAT SP40405672DESPINOSA 4151 | TAT SP40405672DESPINOSA 4151;84:A9:3E:07:DC:BA
300553;302710;TAT SP40430886 FGUTIERREZ-4504 | SP40430886;7C:4D:8F:A4:39:E9
18640;302700;TAT SP40446119 NMAHECHA | TAT SP40446119 NMAHECHA;BC:0F:F3:8C:0D:FA
18633;302777;TAT SP42685217DBETANCUR 3762 | TAT SP42685217DBETANCUR 3762;A9:08:09:71:FC:5B
300569;302723;TAT SP52148836LMOLINA 4537 | TAT SP52148836LMOLINA;84:69:93:6D:03:E3
18661;21214;TAT SP52185045NPERDRAZA 4086 | TAT SP52185045NPERDRAZA;BC:0F:F3:6E:E4:A9
18635;302774;TAT SP52271974FFLOREZ | TAT SP52271974FFLOREZ;9D:38:13:16:E2:02
18721;21222;TAT SP52768588DURREA 3782 | TAT SP52768588DURREA 3782;54:B2:03:E8:C4:17
300567;302721;TAT SP52934713CPRIETO 4494 | TAT SP52934713CPRIETO;C8:5A:CF:AC:8D:C6
18768;21225;TAT SP60253721NBAUTISTA 4118 | TAT SP60253721NBAUTISTA 4118;54:B2:03:F2:CB:35
18725;21205;TAT SP68292463JROMERO 4180 | TAT SP68292463JROMERO 4180;A8:B1:3B:7A:8A:E9
300636;302815;TAT SP7181062WCARABUENA 1 | TAT SP7181062WCARABUENA;C8:F3:41:2B:12:FD
18704;21230;TAT SP74751826JAREVALO 4403 | TAT SP74751826JAREVALO 4403;BC:0F:F3:70:E5:D3
18628;21213;TAT SP79611020EACOSTA 4085 | TAT SP79611020EACOSTA 4085;54:B2:03:F2:CB:68
18658;302812;TAT SP79997446MLOPEZ 3645 | TAT SP79997446MLOPEZ 3645;F2:D4:F6:59:9E:7B
300598;302754;TAT SP86007366YCRUZ 1 | TAT SP86007366YCRUZ;7C:4D:8F:A4:88:B3
300570;302715;TAT SP86043139RSALAMANCA 4498 | TAT SP86043139RSALAMANCA;A8:B1:3B:7A:8A:A0
18690;302789;TAT SP86047103EMORENO | TAT SP86047103EMORENO;A9:EA:05:1D:BF:BC
18646;302796;TAT SP86050879YGARCIA 3626 | TAT SP86050879YGARCIA 3626;B0:DC:54:E6:2D:31
300596;302747;TAT SP86060086OPARRADO | TAT SP86060086OPARRADO;7C:4D:8F:A4:8A:42
18722;21199;TAT SP86060980 HAGAMEZ 3072 | TAT SP86060980 HAGAMEZ 3072;54:B2:03:F3:2D:51
18659;20837;TAT SP86062141YPINEROS  | TAT SP86062141YPINEROS ;BC:F:F3:8C:E:1F
300631;302824;TAT SP86064088OBONILLA | TAT SP86064088OBONILLA;85:61:8F:25:8A:15
18669;302827;TAT SP86068128HREINA | TAT SP86068128HREINA;59:91:38:16:D2:03
18665;302820;TAT SP86073204JSALINAS | TAT SP86073204JSALINAS;FA:DB:67:31:33:E8
300646;302835;TAT SP86083768LCALDERON | TAT SP86083768LCALDERON;E9:50:72:D7:76:7C
18656;302836;TAT SP900750534SIPAGA 4170 | TAT SP900750534SIPAGA 4170;4A:07:82:6D:29:0A
